recall_score,higher_edu,far_from_uni,adhd,low_focus,text_complexity,age,reads_often,not_tired
63.3178542207352,1,1,0,1,73.37780772063161,37,0,1
44.39193010934016,1,1,0,0,7.746995124022689,37,0,1
54.42629181459366,1,1,0,0,17.65818666861228,35,1,1
47.501810445977135,0,0,0,0,51.860918893650435,40,0,1
41.967699591604024,0,0,0,1,36.193492538258816,31,1,1
60.839240036916294,1,0,0,0,44.30991677067652,41,0,1
48.103036834225634,0,0,0,0,50.058013781297554,28,0,1
62.460542090947285,1,0,0,0,58.390169334691,27,0,0
65.39570351683977,1,1,0,0,56.48951244092458,17,1,0
51.4766553103464,0,0,0,0,55.684789288228565,23,1,1
47.15309774827328,0,0,0,0,36.82345581240197,20,1,1
31.528583312206862,0,1,1,1,44.15718498080281,16,0,1
63.972218624429864,1,0,0,0,60.309293050101,24,0,0
37.98554985774809,0,0,0,1,55.14483935071566,33,0,0
40.46848828663927,0,0,0,0,40.27854695184898,32,0,0
55.83087020050686,1,0,1,1,68.92069180620953,27,1,0
24.925413394435935,0,1,1,1,19.676992083524635,30,0,1
50.13210753996672,1,0,0,0,36.713631891383706,37,0,0
50.86047378862967,1,1,0,0,26.91148147486058,22,1,0
35.83244924768971,0,0,0,1,37.92669521300821,25,1,0
47.55485002306784,0,0,0,0,44.18871378315301,30,1,0
66.69643689484127,1,1,0,0,60.904272429377,25,1,0
40.1982298049316,1,1,1,1,27.448509884298453,43,1,0
50.73628940514288,0,0,0,0,53.884762503762566,35,1,0
45.91793253070364,1,1,1,1,50.722818621026235,29,0,0
71.13951678249204,1,0,0,0,59.37332826789077,39,1,1
43.319999712394534,0,0,0,0,36.160687839381765,26,0,1
47.43609573526046,0,0,0,1,54.09202069533404,24,1,1
42.2181688137037,0,0,0,0,36.039570917634336,21,0,1
40.285101578297166,0,0,0,0,44.02092430410188,30,0,0
58.036799334743336,0,1,0,0,63.80218607435974,20,1,1
62.118757096989455,1,1,0,0,49.74707347275973,24,1,0
63.627854133094104,1,0,0,0,65.10416506996161,58,1,0
45.61235580363165,0,0,0,0,43.234988221512445,26,0,1
65.24112885829403,1,1,0,0,49.886370736262826,34,0,1
67.5699345988866,1,0,0,0,59.33079325258599,38,1,1
63.82395212880247,1,0,0,0,57.86088623660293,36,0,1
27.6838983312918,0,1,1,1,38.05270923225811,22,0,0
63.16893183367571,1,1,0,0,48.066545210995336,22,1,0
48.016116270602446,1,1,1,1,38.48601680465305,28,1,0
44.5106562339426,0,0,0,0,41.577918984363876,32,1,0
67.65994348393926,1,0,0,0,66.187087131371,32,0,1
52.01664949956956,1,1,1,1,45.141832762829004,17,1,1
45.33031128020828,0,0,0,1,49.63555298423418,37,1,1
50.72391249450155,0,0,0,0,57.14811328945922,35,1,0
50.59366098651738,0,0,0,0,48.04646160664836,36,1,1
49.17947045722891,0,0,0,0,49.03866344474453,32,0,1
48.555082580985086,0,0,0,0,49.10031501516857,38,1,0
44.97130799678502,0,0,0,0,22.582492987871195,31,1,1
64.85576535319775,1,1,0,1,56.24569751901193,33,1,1
45.59304293448218,0,0,0,0,51.30470851759704,24,0,1
41.74637554921347,1,1,1,1,36.71522027717551,15,1,0
53.38610004072554,1,1,0,1,44.46175563168225,28,0,1
46.67755531934818,0,1,0,1,73.94986378638437,36,0,1
34.034330223437685,0,0,0,1,28.23713788193476,38,0,1
67.96952101648287,1,1,0,0,64.24338645908682,28,0,1
55.859971107417465,1,0,0,0,50.0142436557779,40,0,0
71.1326841210193,1,0,0,0,65.555401719124,27,0,1
50.767274955737996,1,1,1,1,46.548208197059544,24,0,1
59.91247583337346,1,1,0,0,40.7324962222574,21,0,0
30.261881373924574,0,0,0,1,16.564185504544874,30,0,1
57.89253766697751,1,1,0,0,36.3937801221885,43,0,1
41.81763983202098,0,0,0,1,51.78470993315175,27,0,1
37.33048334177266,0,1,0,1,39.17897596260221,30,1,0
37.109790664085594,0,0,0,0,18.476753806477447,29,1,0
53.96800739658847,1,1,0,0,27.110121434457028,25,1,0
52.902246357253226,1,1,0,0,35.37926100204697,36,0,0
45.53857283063334,0,0,0,0,19.77939884319129,21,1,1
43.868874273077346,0,0,1,1,69.79110428219333,29,1,0
59.184036419617456,1,0,0,0,33.230264121515745,32,1,1
59.32842164864767,1,0,0,0,43.15478893819142,38,1,0
67.13457419972252,1,0,0,0,54.19361827287187,29,1,1
32.839236813729826,0,0,1,1,37.85506988144111,35,1,0
54.35006176689451,1,0,0,1,42.48675664627742,38,0,1
70.60187694190316,1,0,0,0,65.44904855546285,36,0,1
59.17192019465593,1,1,0,0,49.03360000461183,41,1,0
60.89435199014262,1,1,0,0,31.249258835362664,36,1,1
34.5301351175059,0,0,0,1,37.146099760362794,17,1,0
41.29935330402031,1,1,1,1,28.583440768041033,19,1,0
65.34223917827428,1,0,0,0,57.861827433872826,44,1,0
35.28403718126897,0,0,0,0,25.071220650258805,27,0,0
42.243506652996615,0,0,0,0,36.347077957402185,41,0,1
48.767486028907264,0,0,0,0,64.28955955237537,15,1,0
39.017586985536205,0,0,0,1,48.35657632460851,46,0,1
32.049620776529565,0,0,1,1,38.234273816754346,33,1,0
25.905706718884165,0,0,1,1,32.36196693989682,36,0,0
52.705575003918845,1,0,0,0,32.622919670277724,25,0,0
70.87302731855368,1,1,0,0,83.87419746592678,29,0,0
63.14613382019007,1,0,0,0,59.86759670166437,21,0,0
43.89473423956058,0,1,0,0,41.526944244559246,23,0,1
69.23681799551424,1,0,0,0,56.55984226132515,37,1,1
32.31504873917782,0,1,1,1,35.32941839764459,28,0,1
44.25001854872807,0,0,0,0,59.58761198038918,17,0,0
65.91797365904782,1,1,0,0,62.40828334974971,26,0,0
57.04116040043631,1,1,0,0,40.35515145737403,32,1,0
42.03806103285486,0,0,0,0,49.98887299002381,15,1,0
69.48601628932201,1,1,0,0,69.90185803643321,40,0,1
47.73378898895877,0,0,0,0,57.444470057536364,15,0,1
59.881044860113185,1,1,0,1,54.83172694358961,18,1,0
45.154733881352776,0,1,0,0,47.086075966819045,27,0,1
57.48607916747066,1,1,0,1,53.944064540582104,15,0,1
64.32614223214077,1,1,0,0,35.14486975815367,32,1,1
64.49536308002148,0,0,0,0,92.86449283873327,47,1,1
59.212382583652925,1,0,0,0,45.41647423478048,15,1,0
50.158286562071034,1,1,0,1,40.15659919641547,19,0,1
54.878244860172295,1,1,0,0,33.13660067619506,29,0,1
70.88663120015475,1,1,0,0,71.73851764036058,15,1,1
33.211010375275336,0,0,0,1,50.08654567964322,43,0,0
58.45851316896769,1,1,0,0,40.77393257136003,29,0,1
60.88446448442346,1,0,0,1,45.234233701760786,37,1,1
64.32193808028937,1,0,0,1,64.72488238354369,27,0,1
32.31497664096261,0,0,1,1,41.43392412182738,48,0,1
22.800126852185446,0,1,1,1,26.49473827214396,38,0,0
46.446232430988786,0,0,0,0,55.31809543203924,27,1,0
37.781721979088644,0,0,0,1,42.01417650228144,32,0,1
45.79683229573541,0,0,0,0,40.51805878134066,40,1,0
34.759235894837516,1,1,1,1,19.480749411547514,35,0,0
53.73099731934212,0,0,0,0,65.91017387452163,46,1,0
60.3678031778015,1,0,0,0,39.029016499638736,29,0,1
52.47995137209037,1,1,0,1,44.85729004784091,33,0,1
55.88978542623719,1,1,0,0,35.514405473208456,19,1,0
40.92073456204585,0,0,1,1,57.08187953739541,22,1,1
52.20978826613135,0,0,0,0,50.671988620948916,23,1,1
49.53370335101565,0,0,0,0,40.65645496141232,18,1,1
61.69368689618966,1,1,0,0,50.66032457289168,41,1,0
56.89859829622027,1,1,0,0,47.484410274812895,27,0,0
60.38415547097591,1,0,0,1,59.0014838905803,38,0,1
51.8033100603913,0,0,0,1,69.04452086789328,31,1,1
61.979172934195205,1,1,0,0,50.99769916225188,27,1,0
54.364275919941356,1,1,1,1,58.07796569182946,31,0,1
75.30364527107045,1,1,0,0,76.43306162247976,28,1,1
72.30141736345999,1,0,0,0,67.19301265073132,35,1,1
58.4376348830199,1,0,0,0,42.799454597805436,28,1,0
37.9420960708096,0,1,0,1,41.639687810050425,26,0,1
40.19769827738074,0,1,0,1,44.50550019213746,25,1,0
58.86679557938898,1,0,0,0,61.34912105443523,37,0,0
56.97285896583154,1,1,1,1,61.312146050980964,35,0,1
30.36197265383302,0,0,1,1,32.27360845895041,39,1,0
56.684623682089274,1,1,1,1,62.23917804093319,36,1,0
66.15577958182271,1,0,0,0,57.96092158245336,28,0,1
41.18714651536031,1,1,0,1,24.36698576318446,38,0,0
38.28428765884266,0,0,1,1,53.294236511842726,29,1,0
47.809107930837314,0,0,0,1,69.53286311053677,29,0,1
72.18950664143918,1,0,0,0,71.01492368708534,25,0,1
70.91597769113052,1,1,0,0,54.525840934861854,33,1,1
63.40126018811075,1,0,0,0,47.32218486926221,36,0,1
46.71196375573,0,0,0,0,49.576201710502986,30,0,1
49.75580178198203,0,1,0,0,52.60931193962012,32,0,1
63.89234186613754,1,1,0,1,66.73606168924319,25,1,0
34.90255659858526,0,0,0,1,38.323897408994014,46,0,1
41.97825316519931,0,1,1,1,52.08803131974831,36,1,1
37.08769478806171,0,0,1,1,42.71486716579177,26,1,1
36.431887320427904,0,0,0,0,17.176067060650574,20,1,0
50.7057519578997,1,0,0,0,18.08369585111311,27,1,0
40.85741770331535,0,1,0,0,45.06100594483902,36,0,0
35.11405295740882,0,0,0,1,41.80468837953708,28,0,0
60.442156655831724,1,1,1,1,63.49773669913348,29,1,1
66.39128675906139,1,1,0,0,47.816145535053025,42,1,1
64.89990735462344,1,0,0,0,47.31468311714083,33,1,1
47.087531942524244,1,0,1,1,30.92677596641314,34,0,1
34.3747477312077,0,0,0,1,48.05357793751385,32,0,0
57.558030724277884,1,1,0,1,52.51174545791856,29,1,0
54.08620380264437,0,0,0,0,73.38221826755212,27,1,0
69.98283744722177,1,0,0,0,53.004974665868694,20,1,1
45.766307341710565,0,0,0,1,79.36436306548703,36,0,0
70.5500282457372,1,1,0,0,63.141120344438455,24,1,1
53.84890053175857,1,1,0,1,37.22203972546693,36,1,1
72.64654364764488,1,0,0,0,61.80797550362496,32,1,1
41.571843628798185,0,0,0,1,58.66528614666126,30,0,1
78.2277233607539,1,1,0,0,78.7432527523438,35,0,1
70.03242228729715,1,0,0,0,67.9038057437875,23,0,1
46.747264284255024,0,1,1,1,68.62837885725048,23,1,1
48.4421489079122,1,1,1,1,45.4947897795816,19,0,1
45.45296425598142,1,1,0,0,16.97213051874124,26,0,0
71.51922395732424,1,0,0,0,74.79212150646899,38,0,1
47.1222842292559,0,0,0,0,52.88065694703598,18,1,0
42.44529396639099,0,0,0,0,36.240383582668755,27,0,1
68.87117590155565,1,1,0,0,60.102845950040866,23,1,1
61.3703024655974,1,1,0,0,58.12460734560949,38,0,0
53.343788801547504,0,0,0,0,69.1643799506025,25,1,0
51.61502485773806,0,0,0,0,84.14401763778501,42,0,0
50.92822078361938,1,1,0,1,36.21621711525118,24,1,0
39.23012262310024,0,0,0,0,48.29222039580719,18,0,0
59.06597543708197,1,0,0,0,41.2890394620462,28,0,1
45.79300767912031,0,0,0,1,48.31795643116395,35,1,1
43.7786256749461,0,0,0,0,32.489523730581496,38,1,0
60.47492528204222,1,1,0,0,44.84572984607885,33,0,1
50.6392312886084,1,1,0,1,28.689638543645547,30,1,1
56.680801416176635,1,0,0,0,38.69699484317998,35,0,0
40.047354339305876,0,0,1,1,48.56929044342299,25,1,1
65.1346964700564,1,0,0,0,56.77920668234039,37,1,0
55.329603387324624,1,0,0,0,35.96862713769018,43,0,1
66.52511366906727,1,0,0,0,58.26062513202128,30,1,0
40.80453803574898,0,0,0,0,31.9991944037968,19,0,1
54.35428659867711,0,0,0,0,71.8646422499188,36,0,1
63.20466621333482,1,1,0,0,48.97284091329091,15,1,1
41.946571492482825,0,0,0,0,17.96459600277116,37,1,1
71.48798017194481,1,1,0,1,79.71977803285802,25,1,1
48.51693543773209,0,1,0,0,59.059387427733185,23,0,1
35.67640743407106,0,0,1,1,63.501105215749426,34,0,0
65.2488570612858,1,0,0,0,42.02101670835599,25,1,1
59.14492527745895,1,0,0,0,45.51353236935617,30,1,0
43.33667035935163,0,0,0,1,53.30365119205947,22,1,0
53.35691491756474,0,0,0,0,69.88571058410213,49,1,1
50.35880289315994,0,0,0,0,68.82028996566817,27,1,0
61.51183811181983,1,0,0,0,51.468221522393065,22,0,0
51.595602445402704,1,1,0,1,31.77566026331909,41,1,0
44.4337191847462,0,0,0,1,61.245167312095866,34,0,1
57.925326253605064,1,1,0,0,31.559365878265318,22,1,1
53.48460242130302,1,1,0,0,45.365781616491205,16,0,0
51.15777650867988,0,1,0,1,79.26609733835211,31,1,0
56.50880284644705,0,0,0,0,73.53792139851444,27,1,0
43.25991743764813,0,0,0,1,40.007996060498,23,1,1
34.85545966901878,0,1,1,1,52.38712108710451,49,0,1
76.55100675976239,1,1,0,0,75.89424692267565,40,1,1
44.084767273475755,0,0,0,0,58.12107824317918,21,0,0
49.98496608729038,0,1,0,0,61.43394752054563,20,0,1
53.82333627162683,1,0,0,0,43.588015538103924,35,0,0
64.47251770500408,1,0,0,0,47.20907956161579,37,1,0
68.90133529790451,1,0,0,0,64.23676497782263,49,1,1
64.86822240670506,1,0,0,0,65.26042942660199,45,0,0
53.44330573431469,0,0,0,0,46.91356902879196,33,1,1
56.079554360821916,1,1,0,1,32.99246265000204,22,1,1
42.028797507706614,0,0,0,0,38.40179940738847,26,1,0
49.0739678282372,1,0,0,1,33.73341545504762,35,1,0
60.83248662598113,1,1,0,0,38.16026792622367,31,1,0
34.84796222914928,0,1,1,1,42.772365162837275,24,0,1
35.5731872537424,0,0,0,1,50.617355697568954,25,0,0
62.04460844198593,1,1,0,1,53.773436337553896,44,1,1
54.78383253148611,1,1,0,0,32.01050955034327,34,1,0
47.10898322602827,1,1,1,1,48.02383381953433,25,0,0
32.198105842597634,0,0,1,1,20.537065053372054,36,1,1
71.41881274426747,1,1,0,0,66.31271697127721,34,1,0
61.7367633860125,1,1,0,0,54.83116051838336,24,1,0
59.55400501453663,1,1,0,1,56.42978589006028,27,1,0
66.76668926867045,1,0,0,0,61.953935984268725,22,1,0
50.44956657100039,1,0,1,1,46.35267707485092,34,1,0
53.80235242909377,1,1,0,0,31.288737959974323,33,0,1
74.73708127266508,1,0,0,0,77.10839526803944,20,1,1
50.74919398216165,0,0,0,0,46.440556555223395,27,1,1
77.16619514176463,1,0,0,0,81.85106036975156,32,0,1
43.15961358677071,0,0,0,1,44.24251860592838,25,1,1
60.58765665795435,1,0,0,1,71.04859336887169,47,1,0
38.50696773108669,1,0,0,1,20.029717421609543,36,0,0
40.007875167579215,0,0,0,0,46.308531252267464,37,0,0
46.43965014899703,0,0,0,0,48.10258721981955,41,1,0
36.452468722126945,0,0,0,1,43.02416259758207,22,0,0
52.92004805366158,0,0,0,0,68.52405646060582,23,0,1
44.18496424151949,0,0,0,0,44.715642760096316,39,0,1
40.56673157096386,0,0,0,0,36.111580751952886,27,0,1
68.144334164399,1,0,0,0,61.67720230652346,29,0,1
81.48221765382331,1,0,0,0,82.17304165712068,34,1,1
49.54704392044848,1,1,0,1,42.687783465711995,26,0,0
50.95539199427517,1,1,0,1,41.523194871670086,32,0,1
46.885391615657994,0,0,0,0,30.36809575851586,17,1,1
43.77419526423832,0,0,0,0,50.8456136856851,25,0,0
40.17074104022272,0,0,0,1,43.465731480873785,29,1,0
56.4905748341796,1,1,0,1,50.66746326391432,30,0,1
60.5715446177448,1,0,0,0,41.197140844699256,23,1,1
48.93823674573827,1,1,1,1,51.41342224829826,23,0,0
44.18506487768332,0,0,0,0,39.9370055185495,15,0,1
44.14614962150315,1,0,1,1,48.80375460181629,31,0,0
27.893423272074926,0,0,1,1,40.585199860360746,37,0,0
54.499099918964475,1,1,0,0,36.07925110245548,37,0,0
44.55219685687727,1,0,0,1,29.655917528158998,40,0,0
51.03685953768744,1,0,0,1,30.23986323863714,21,1,1
58.96306893710508,1,1,0,0,47.88203148831923,27,0,0
60.22588529706552,1,1,1,1,70.97276919263578,27,0,1
61.83831587410027,1,0,0,0,44.95918505275754,25,0,1
44.360619315257516,0,0,0,0,45.318604382989086,27,0,1
55.564964878372784,1,1,1,1,60.25044281029542,24,0,1
57.162136245703074,1,0,0,0,36.48949193390936,41,0,1
62.1188594859387,1,0,0,0,37.974532554066656,37,1,1
44.03857640685395,0,0,0,0,38.92819206640246,34,1,0
60.93429886187259,1,0,0,0,36.86802877716429,33,1,1
63.0138618125312,1,1,0,1,58.71212719305393,21,1,1
50.31082794064947,0,1,0,0,60.857580661396284,31,1,0
30.517773215736064,0,1,1,1,38.006151886725284,15,1,0
73.13927498934324,1,1,0,0,62.95117462694171,28,1,1
51.45693783435197,1,1,0,1,42.42348872180381,42,1,0
59.179605501826536,1,1,0,1,60.12380358868828,45,1,0
53.24162507164172,1,1,0,0,35.53239132449963,15,1,0
37.32150492700509,0,0,0,1,24.240850051679523,25,1,1
60.584369448235236,1,1,0,0,36.40086493951338,29,1,0
45.18177930506642,0,0,0,1,67.8977017952387,23,0,1
69.03128420030372,1,0,0,0,58.15854669403372,31,1,1
44.230827176068615,0,0,0,0,36.92244362895147,26,1,0
41.83655723419572,0,0,0,0,32.85638532170137,29,0,1
62.99722908376363,1,0,0,0,47.31978322399411,34,0,1
36.15193393443972,0,0,1,1,70.58603865762056,18,0,0
54.33016143039438,1,0,0,1,46.71433845979389,33,1,0
57.701266883072115,1,0,0,0,37.47407244179746,31,1,0
67.77970296061817,1,0,0,0,56.57823035233692,23,1,0
62.49159434631269,1,1,0,0,61.56540348249261,15,0,0
29.550350249829552,0,0,1,1,34.02718092459398,24,1,0
55.91130779364192,1,1,0,0,40.4923974244199,35,0,1
68.06915519597473,1,1,0,0,60.264741858742255,31,0,1
46.33867865549147,0,0,1,1,67.59494648359522,23,1,1
45.076850824000786,0,0,0,0,50.510199391337984,40,0,1
55.71668213079953,1,1,1,1,46.28264177746825,24,1,1
44.43525080435865,0,0,0,0,32.02432940251891,25,1,0
51.65766591197676,1,0,0,0,33.3657402353857,30,0,0
41.01405461218607,0,0,0,0,34.348138399008036,32,0,1
47.82854656446523,0,0,0,1,72.43672813397013,26,0,1
61.327877449494935,1,0,0,0,48.825514570180616,35,1,0
56.708076973634476,1,1,0,0,34.53660503047713,39,0,1
60.66929401109993,1,1,0,0,46.84611145858714,30,1,0
49.7070863231552,0,0,0,0,54.8253267034125,38,1,0
53.74265190024996,1,0,0,0,42.93300885779189,38,0,0
53.7151578614332,1,1,0,1,57.04296460992865,16,1,0
72.14218710405474,1,1,0,0,64.22305000675951,30,0,1
38.90324987107157,0,0,0,1,39.030316740880764,27,0,1
56.51289345494755,1,1,0,1,61.51793524629835,18,0,0
37.96762293652895,0,0,0,0,22.68711997158511,29,0,1
41.17662187135181,0,0,0,1,41.041794866298545,44,1,1
54.03463292515729,0,0,0,0,59.19164243800981,23,1,1
48.29147809914088,0,0,0,0,51.22816867028775,29,1,0
37.74373482564479,0,0,0,0,38.28904438530885,31,0,0
63.138790465428144,1,0,0,0,50.93154283883724,35,1,0
63.04192677077995,1,1,0,0,35.775134019423,23,1,1
48.72269779536348,0,0,0,1,62.449095660796274,19,1,1
47.547440642775605,1,1,1,1,66.62912896822041,52,0,0
48.335047373605754,1,1,1,1,35.3621223269233,26,0,1
42.13902990038615,1,1,0,1,8.133520651478634,16,0,1
39.11729592277605,0,0,0,1,45.76758118477888,31,0,1
48.11461086332327,0,0,0,0,36.76995037961621,28,1,1
56.409499270377054,0,0,0,0,64.40590032011926,33,1,1
38.87584962123172,0,0,0,0,35.740720715783695,38,0,0
51.92619147662094,1,1,0,0,31.921792810275534,42,1,0
44.381299491541746,0,1,1,1,63.23095039958016,24,1,1
34.87522683488542,0,0,1,1,42.950466269694786,35,0,1
41.76885752043446,0,1,0,0,50.319202482362996,34,0,0
37.31818672727037,0,0,1,1,41.32554692740959,27,1,1
28.07471477609389,0,0,0,1,26.556541031980778,23,0,0
51.557184140682956,0,0,0,0,61.39697245173207,27,1,0
45.59073704080964,0,0,0,0,37.70579262017657,26,1,0
60.491562616386425,0,0,0,0,78.74934327769108,40,1,1
49.14750923774373,0,0,0,0,53.66504189623471,34,0,1
58.582159503632425,0,1,0,0,82.64655075804006,26,1,0
60.31570794855108,1,1,0,1,65.02956001671627,30,1,0
50.98769506520017,1,0,1,1,62.801739994196026,52,1,0
69.82459184552066,1,1,0,0,70.16994646960089,40,1,0
61.77899550958243,1,0,0,0,46.805653902495585,35,1,0
51.733789020717104,1,0,0,1,39.36748306314343,19,1,0
44.20935891880088,0,0,0,1,56.00123785585984,42,1,0
66.26589472112576,1,1,0,0,58.56891676056601,26,1,0
61.742313723326454,1,1,0,0,63.02034199638136,15,0,0
52.875191667669235,0,0,0,0,53.22828306467931,25,1,1
35.46388022206886,0,0,0,1,28.21285089152219,30,0,1
59.84903140930177,1,0,0,0,43.55662061719545,30,0,1
49.27326673665332,0,0,0,1,58.747115982104724,33,1,1
54.041764543168064,1,0,0,0,24.7825001373114,16,0,1
52.13854584039106,1,1,0,0,23.13119803086605,31,0,1
44.94312334212108,0,0,0,0,59.68468061247249,34,0,0
61.85250919516303,1,1,0,1,57.847258098587076,31,0,1
58.78158725565447,0,0,0,0,72.5169256138296,32,1,1
57.31519525951501,1,1,0,0,44.36528519134227,39,0,0
42.910107496986,0,0,0,1,52.153871519397306,28,0,1
59.22043096395328,1,0,0,0,40.55457499934398,26,0,1
60.09704117833736,1,0,0,1,62.31732335551578,45,1,0
42.699426032543954,0,0,0,0,31.487802864425685,27,1,0
66.5089585358337,1,0,0,0,54.595554347263366,28,0,1
71.7331570634166,1,0,0,0,75.85000447525107,50,0,1
69.43167831147791,1,1,0,0,67.905438682998,35,1,0
46.940498379568936,1,1,1,1,39.29304165079473,39,1,0
47.515876177250306,0,0,0,0,51.65578494772056,26,1,0
53.181799438732625,0,0,0,0,63.22819906155916,27,1,0
67.03816891474038,1,1,0,0,54.86389604123438,15,1,1
58.68895168154191,1,0,0,0,34.54887020309239,31,0,1
39.546946824091165,0,0,0,1,53.91750969303715,30,0,0
58.96735500883104,1,1,0,0,45.79059711731798,26,0,1
38.248343286985865,0,0,0,0,33.4452798118037,34,0,0
38.099279057784685,0,0,0,0,41.17102910772056,15,0,0
58.74738061420338,1,1,0,1,52.27709395910519,15,1,1
45.006601883501894,0,0,0,0,45.02396926133949,23,0,1
44.19922322981723,0,0,0,0,39.89086385920305,34,1,0
31.600515145010405,0,0,1,1,36.468882942657174,26,1,0
59.47213068409723,1,1,0,1,80.13390876131689,16,0,0
67.52161913967808,1,0,0,0,54.933393087513224,32,1,1
59.62546491707656,1,0,0,0,40.46252655490261,28,1,0
33.74324772735913,0,0,0,1,27.827971790108908,30,1,0
54.73521394374049,1,1,0,0,30.892687108103576,44,0,1
60.54181715027282,1,1,0,0,51.59264113742529,30,1,0
47.04345064328314,0,0,0,0,31.260183948606745,32,1,1
29.424861412419325,0,0,1,1,36.591897689649926,25,1,0
48.96856940961446,1,1,0,0,13.35834101500032,28,1,0
63.775332848547016,1,1,0,0,50.38738168388047,32,0,1
36.9955462663639,0,0,1,1,51.04892107330386,33,1,0
59.49367191781185,1,1,0,0,44.939754333954205,24,0,1
36.722341013119,0,0,0,0,30.150542596077873,31,0,0
43.323067693711494,1,0,1,1,31.404571273445193,34,0,1
59.42771797024962,1,0,0,1,55.18805123791835,37,0,1
51.99035096677725,0,0,0,0,64.67287865106685,32,1,0
61.636043815383225,1,1,0,0,40.65170485692417,38,1,1
46.718316286543875,0,0,0,0,48.04402725922128,37,1,0
55.89265794711636,1,1,0,1,33.963647874614225,28,1,1
48.49596517874333,1,0,1,1,41.218020820738325,25,1,0
57.16500156871724,0,0,0,0,78.6816541867721,37,1,0
59.50565876817087,1,1,0,1,59.57959434027772,30,1,0
44.78355544759512,0,0,0,0,46.78810959868198,44,1,0
25.702422161928755,0,1,1,1,14.283404532023987,35,0,1
57.3968818537757,1,0,0,1,43.14149912969074,42,1,1
53.53295322575719,1,1,0,0,37.00788249805649,28,0,0
58.55011888685814,1,1,0,0,50.36359064425346,47,1,0
39.122012646042705,1,1,1,1,31.64279089235494,19,0,1
55.55900276304644,1,1,0,1,52.27027527737997,43,0,1
43.381385693484766,0,0,0,1,60.494012848659835,46,0,1
30.389692652924076,0,0,1,1,49.65451333765962,28,0,0
60.73927922545701,1,1,0,1,57.66567845541419,24,0,1
51.710352405045754,0,0,0,0,53.22321487815084,31,1,1
46.0924293847736,0,0,0,0,40.65915281016857,34,1,0
44.0244268277203,1,1,0,1,34.109068351625766,28,0,0
65.46552454802806,1,0,0,0,59.73137330246358,41,1,0
56.6595567217068,1,1,0,1,54.14110272942814,26,0,1
68.52041765002602,1,1,0,0,60.017595403526634,26,1,0
54.787836293693836,0,0,0,0,60.252853483814825,32,1,1
48.69531804196624,0,0,0,0,37.497054092868524,31,1,1
62.746468974230076,1,1,0,0,46.83224102173509,33,0,1
52.238457087468454,1,1,0,0,36.41332145445763,26,0,0
48.982160562693,0,0,0,0,57.394743028075375,17,0,1
66.39175081605133,1,1,0,0,66.37351085292158,39,1,0
55.958969518999226,1,1,0,1,54.541470137371505,30,1,0
35.15613793400839,0,1,0,1,34.41852005229315,33,0,1
46.15770265358763,1,0,0,1,27.51184395270251,38,1,0
36.25101019835995,0,0,0,1,67.78087702005251,40,0,0
51.81460355576657,1,1,0,1,44.60242760494633,28,1,0
50.895526716285666,1,0,0,0,34.01865847346214,31,0,0
61.84982168970499,1,1,1,1,76.80514378372092,42,0,1
63.827925073716536,1,1,0,0,39.54974354857556,30,1,1
42.80170993443876,0,0,0,1,61.06552165830791,36,0,1
25.389130368841275,0,0,0,1,34.684809156703395,18,0,0
73.37159966210668,1,1,0,0,75.63917354740317,31,1,0
49.2961396378083,0,1,1,1,77.49678626801257,23,1,1
63.47199764158742,1,0,0,1,55.00329822150134,37,1,1
45.33773421260908,1,0,0,1,24.820580448598335,41,1,0
39.76803261677351,0,0,0,0,53.950420252552924,15,0,0
32.85677579511915,0,0,1,1,25.58244743139737,29,1,1
48.649333267342094,1,0,0,1,30.143856902458936,33,1,0
43.655120131083876,0,0,1,1,62.327126423107316,23,1,1
70.58760381682713,1,1,0,0,65.72565299059796,27,0,1
66.11776986056033,1,1,0,0,58.48049726282727,37,0,1
50.21741158780773,1,1,1,1,35.64571226277032,31,1,1
59.29490098067462,1,1,0,0,45.04635869471019,42,0,1
56.88059950433395,0,0,0,0,65.09437168699878,43,1,1
61.52759775079017,1,1,1,1,81.80580954222111,17,1,0
58.86134239996193,1,1,0,0,40.01037281246014,23,1,0
63.998147330178895,1,1,0,0,49.02692625817966,26,0,1
64.7553757235139,1,1,0,0,58.22353500361932,31,1,0
42.11176497022139,0,0,0,0,33.13740046061506,37,1,0
48.855760717217386,0,0,0,0,39.094096328487126,44,1,1
56.67797140115969,1,1,1,1,60.872852051358194,21,1,1
58.12100375087145,1,1,0,1,52.23050590622119,23,0,1
64.18948836075386,1,1,0,1,73.87998733489265,31,1,0
70.56156897304982,1,0,0,0,54.47901558814093,28,1,1
29.68301662142247,1,1,1,1,3.3079702387174663,22,0,1
44.99618028514659,1,0,0,0,22.85030838861574,21,0,0
38.40166647251398,0,0,0,0,34.843566657139675,35,0,0
53.30077295327439,1,0,0,0,34.34036498352537,44,1,0
43.71185868652099,0,0,0,1,51.0763676103192,36,1,0
53.4365868804656,1,1,0,0,28.137366650385523,24,1,0
66.68348304559925,1,0,0,0,50.157248382109806,39,1,1
39.83765837330275,1,1,1,1,31.803825190047238,35,1,0
45.81711003404517,1,1,0,1,31.68198379956917,21,0,1
64.50783764011291,1,1,0,1,62.90878960981725,23,0,1
51.81289666078278,1,1,0,0,26.84282177589767,15,0,1
