recall_score_1,recall_score_0,higher_edu_1,higher_edu_0,ind_type
66.03110483085463,50.31082794064947,0,0,Never taker
45.94275194611382,30.517773215736064,0,0,Never taker
73.13927498934324,56.75899668944572,1,1,Always taker
51.45693783435197,37.7017223384939,1,1,Always taker
59.179605501826536,36.15645893249301,1,0,Complier
53.24162507164172,41.53733844213502,1,0,Complier
47.96600910551927,37.32150492700509,0,0,Never taker
60.584369448235236,47.28045561688131,1,1,Always taker
62.08380121991041,45.18177930506642,0,0,Never taker
69.03128420030372,50.831580114578244,1,1,Always taker
60.9274147588998,44.230827176068615,0,0,Never taker
56.56353516381877,41.83655723419572,0,0,Never taker
62.99722908376363,46.24358737289975,1,1,Always taker
51.91201549795579,36.15193393443972,0,0,Never taker
54.33016143039438,41.14364712685211,1,1,Always taker
57.701266883072115,43.77573204804748,0,1,Denier
67.77970296061817,50.865538373454285,0,1,Denier
62.49159434631269,45.47331498702832,1,0,Complier
43.93267234016654,29.550350249829552,0,0,Never taker
55.91130779364192,41.38933109266052,1,0,Complier
68.06915519597473,50.60724240585151,1,1,Always taker
62.688995755437,46.33867865549147,0,0,Never taker
61.21226999213903,45.076850824000786,0,0,Never taker
55.71668213079953,40.93898644738346,1,0,Complier
55.31941848255435,44.43525080435865,0,0,Never taker
51.65766591197676,40.368490096736735,0,1,Denier
54.243463610993324,41.01405461218607,0,0,Never taker
65.37573655020117,47.82854656446523,0,0,Never taker
61.327877449494935,45.389101291015635,1,1,Always taker
56.708076973634476,37.05732854882667,1,1,Always taker
60.66929401109993,46.603636903990235,1,0,Complier
61.486061284608475,49.7070863231552,0,0,Never taker
53.74265190024996,40.803134318724794,0,1,Denier
53.7151578614332,41.00422137602264,1,1,Always taker
72.14218710405474,50.58281131563802,1,0,Complier
51.56816105180323,38.90324987107157,0,0,Never taker
56.51289345494755,39.71149757684001,1,1,Always taker
53.175330115638886,37.96762293652895,0,0,Never taker
54.77627001532218,41.17662187135181,0,0,Never taker
71.09948716129412,54.03463292515729,0,0,Never taker
61.63669798096788,48.29147809914088,0,0,Never taker
52.83241644950243,37.74373482564479,0,0,Never taker
63.138790465428144,48.47460545536799,0,1,Denier
63.04192677077995,47.31798633365666,1,0,Complier
64.527878567349,48.72269779536348,0,0,Never taker
47.547440642775605,33.615807550141085,1,0,Complier
48.335047373605754,31.51522056381744,1,0,Complier
42.13902990038615,26.292781407070088,1,1,Always taker
53.260269050872346,39.11729592277605,0,0,Never taker
63.08265725211381,48.11461086332327,0,0,Never taker
72.90976546141471,56.409499270377054,0,0,Never taker
52.525565561218066,38.87584962123172,0,0,Never taker
51.92619147662094,42.75021799784141,1,0,Complier
59.87889387131209,44.381299491541746,0,0,Never taker
49.23864931806851,34.87522683488542,0,0,Never taker
61.42940452656764,41.76885752043446,0,0,Never taker
52.95354815278347,37.31818672727037,0,0,Never taker
41.63756346338048,28.07471477609389,0,0,Never taker
65.63211652152098,51.557184140682956,0,0,Never taker
59.2080559987227,45.59073704080964,0,0,Never taker
75.82133234284618,60.491562616386425,0,0,Never taker
64.48479343612591,49.14750923774373,0,0,Never taker
73.0913912128479,58.582159503632425,0,0,Never taker
60.31570794855108,45.09308198572589,1,1,Always taker
50.98769506520017,37.80157778914406,1,1,Always taker
69.82459184552066,54.14043186376586,1,1,Always taker
61.77899550958243,46.12789852299062,0,1,Denier
51.733789020717104,37.43004457782295,1,1,Always taker
57.22236650243492,44.20935891880088,0,0,Never taker
66.26589472112576,50.792849465808864,1,1,Always taker
61.742313723326454,42.386160161269586,1,0,Complier
65.15109554570435,52.875191667669235,0,0,Never taker
49.32514589425255,35.46388022206886,0,0,Never taker
59.84903140930177,45.5905783078764,1,1,Always taker
66.64808458085766,49.27326673665332,0,0,Never taker
54.041764543168064,37.56743850215788,1,1,Always taker
52.13854584039106,40.844175512277864,1,1,Always taker
61.43243920992103,44.94312334212108,0,0,Never taker
61.85250919516303,45.288536528662064,1,0,Complier
78.3606306513701,58.78158725565447,0,0,Never taker
57.31519525951501,39.65280731731783,1,0,Complier
56.3200117765801,42.910107496986,0,0,Never taker
59.22043096395328,45.12926591935715,1,1,Always taker
60.09704117833736,43.92477101123102,0,1,Denier
54.307033951565124,42.699426032543954,0,0,Never taker
66.5089585358337,47.853570775276516,1,1,Always taker
71.7331570634166,52.693341548355114,1,1,Always taker
69.43167831147791,53.91276485161774,1,0,Complier
46.940498379568936,33.04844222942741,1,0,Complier
63.910617301866885,47.515876177250306,0,0,Never taker
65.9500143131535,53.181799438732625,0,0,Never taker
67.03816891474038,51.99139913434955,1,1,Always taker
58.68895168154191,41.2279224639214,0,1,Denier
52.927336074269846,39.546946824091165,0,0,Never taker
58.96735500883104,44.97617101169886,1,0,Complier
53.05216344397382,38.248343286985865,0,0,Never taker
52.279503454215146,38.099279057784685,0,0,Never taker
58.74738061420338,44.42433568070606,1,0,Complier
60.651517550327355,45.006601883501894,0,0,Never taker
53.877002106047755,44.19922322981723,0,0,Never taker
46.07553853739245,31.600515145010405,0,0,Never taker
59.47213068409723,42.62246320280191,1,0,Complier
67.52161913967808,53.84662585502525,1,1,Always taker
59.62546491707656,44.21935915926404,1,1,Always taker
48.4726990941558,33.74324772735913,0,0,Never taker
54.73521394374049,40.73433934262334,1,1,Always taker
60.54181715027282,47.79141158779237,1,1,Always taker
60.23763156005507,47.04345064328314,0,0,Never taker
45.48178427414762,29.424861412419325,0,0,Never taker
48.96856940961446,35.854360772786414,1,1,Always taker
63.775332848547016,49.2308504694147,1,1,Always taker
51.84430038896506,36.9955462663639,0,0,Never taker
59.49367191781185,44.5337234454256,1,0,Complier
48.01590223859126,36.722341013119,0,0,Never taker
43.323067693711494,31.454181114655086,0,1,Denier
59.42771797024962,42.75964457247402,1,1,Always taker
67.3259509026365,51.99035096677725,0,0,Never taker
61.636043815383225,49.26846767720518,1,0,Complier
59.54381041313295,46.718316286543875,0,0,Never taker
55.89265794711636,41.90923816696365,1,1,Always taker
48.49596517874333,34.64142933092404,1,1,Always taker
72.63839984339508,57.16500156871724,0,0,Never taker
59.50565876817087,45.230956486735046,1,1,Always taker
59.84948841658696,44.78355544759512,0,0,Never taker
35.5266667097637,25.702422161928755,0,0,Never taker
57.3968818537757,43.68840965279728,1,1,Always taker
53.53295322575719,44.595665524934034,1,1,Always taker
58.55011888685814,45.442412352572525,1,1,Always taker
39.122012646042705,29.572054769861417,1,0,Complier
55.55900276304644,41.44875413391765,1,0,Complier
59.052917197182595,43.381385693484766,0,0,Never taker
48.505031280780535,30.389692652924076,0,0,Never taker
60.73927922545701,43.360534893874316,1,0,Complier
69.1510781264817,51.710352405045754,0,0,Never taker
59.85502213992331,46.0924293847736,0,0,Never taker
44.0244268277203,31.701123354735547,1,1,Always taker
65.46552454802806,49.12818976339245,0,1,Denier
56.6595567217068,39.43452549083558,1,0,Complier
68.52041765002602,50.868348308476335,1,1,Always taker
72.4969054890458,54.787836293693836,0,0,Never taker
64.00384502926838,48.69531804196624,0,0,Never taker
62.746468974230076,44.83426102022555,1,1,Always taker
52.238457087468454,38.11367873419136,1,1,Always taker
67.03175845243435,48.982160562693,0,0,Never taker
66.39175081605133,53.809407599857785,1,1,Always taker
55.958969518999226,43.11843920482986,1,0,Complier
49.631365677127576,35.15613793400839,0,0,Never taker
46.15770265358763,33.14417204238776,0,1,Denier
56.2787605934095,36.25101019835995,0,0,Never taker
51.81460355576657,37.39361850928479,1,1,Always taker
50.895526716285666,37.429608462897676,0,1,Denier
61.84982168970499,43.38186495781249,1,1,Always taker
63.827925073716536,51.76509946483717,1,0,Complier
60.73578973968717,42.80170993443876,0,0,Never taker
43.05713525238671,25.389130368841275,0,0,Never taker
73.37159966210668,57.034844426463565,1,0,Complier
66.23270548754327,49.2961396378083,0,0,Never taker
63.47199764158742,50.94919317457571,1,1,Always taker
45.33773421260908,32.057551662874715,1,1,Always taker
58.03443625031583,39.76803261677351,0,0,Never taker
47.35965128085081,32.85677579511915,0,0,Never taker
48.649333267342094,34.19058607672213,1,1,Always taker
62.93046738137457,43.655120131083876,0,0,Never taker
70.58760381682713,54.64476695888722,1,1,Always taker
66.11776986056033,50.46141135379245,1,1,Always taker
50.21741158780773,36.13171270575736,1,0,Complier
59.29490098067462,44.79404436751034,1,1,Always taker
71.27244178373883,56.88059950433395,0,0,Never taker
61.52759775079017,42.274494222969906,1,0,Complier
58.86134239996193,44.473109256847444,1,0,Complier
63.998147330178895,47.43047626967166,1,1,Always taker
64.7553757235139,48.77361151607414,1,0,Complier
52.0439124331998,42.11176497022139,0,0,Never taker
61.28565446936015,48.855760717217386,0,0,Never taker
56.67797140115969,43.36844048645341,1,0,Complier
58.12100375087145,41.27013736425915,1,1,Always taker
64.18948836075386,50.80677050576339,1,1,Always taker
70.56156897304982,53.70985484619786,0,1,Denier
29.68301662142247,20.192067894051497,1,0,Complier
44.99618028514659,34.82142064766949,0,1,Denier
50.706154237691614,38.40166647251398,0,0,Never taker
53.30077295327439,42.12650352675822,1,1,Always taker
55.7258215231128,43.71185868652099,0,0,Never taker
53.4365868804656,43.20331578615785,1,0,Complier
66.68348304559925,52.852958235758116,1,1,Always taker
39.83765837330275,31.34270835970259,1,0,Complier
45.81711003404517,35.119862669950905,1,0,Complier
64.50783764011291,43.97732985369255,1,0,Complier
51.81289666078278,38.13899472636084,1,1,Always taker
66.19688388780754,54.75097576272314,0,0,Never taker
59.4370024048728,45.51823495852538,1,1,Always taker
62.27890412071118,45.94789633232876,0,0,Never taker
51.719641520906826,36.933671943849376,1,0,Complier
61.46598301986122,43.44333056573083,0,0,Never taker
53.225862376500416,42.78922573293256,1,1,Always taker
69.58550954048721,52.11681289953104,0,0,Never taker
55.008333411052234,40.757026987909775,1,1,Always taker
59.85760671529665,44.56652307414268,1,0,Complier
45.7079123705958,31.08687530363262,0,0,Never taker
66.0647292779207,53.17042009219131,1,1,Always taker
60.0801112134704,46.77069821103755,1,0,Complier
55.673357898155224,39.12228958691762,1,1,Always taker
50.20511614472448,36.856270238017295,1,0,Complier
65.62870288801409,43.331096737756525,0,0,Never taker
55.87754972101403,41.98648799652199,1,0,Complier
53.550519237550965,39.75221012540514,1,1,Always taker
56.555649295780015,45.65388619739515,0,0,Never taker
47.645559602069696,32.77056743045188,0,0,Never taker
58.0831478784072,43.589541433465534,1,1,Always taker
58.37564912455997,43.18689842067163,1,0,Complier
50.87447754910021,33.58336376887758,0,0,Never taker
44.64293454721181,32.73437072739797,0,0,Never taker
66.79280778520356,49.84391958260337,0,0,Never taker
60.25403528497954,46.40424588436389,0,0,Never taker
57.703257664038205,40.56001096879568,0,0,Never taker
59.25848225155076,45.7648292243267,1,0,Complier
43.238919314229015,24.99402209585719,0,0,Never taker
50.549430530019585,31.227205526595075,1,0,Complier
70.00966819152248,57.332507574462134,1,0,Complier
69.4641826081746,51.54922113955412,0,1,Denier
66.44547343109019,50.17264269009551,0,0,Never taker
59.501493418960116,44.43115832585151,0,1,Denier
67.3313310083863,48.01475222753395,0,1,Denier
73.70119835375236,54.14697183161196,1,1,Always taker
58.164836578866336,43.75949406325372,0,1,Denier
70.37063769491364,51.73209862656496,1,1,Always taker
58.24385258405789,42.933719297702915,1,1,Always taker
68.72176614831318,51.536786102713855,0,0,Never taker
58.34534052930441,46.31765635635329,0,0,Never taker
64.06258168487827,43.55050118548112,0,1,Denier
50.08296921206903,38.69715382726804,1,0,Complier
63.67917647397098,47.69740465666936,0,0,Never taker
69.40482471157016,52.75626457538015,0,0,Never taker
53.316879430107456,38.75944776402258,1,0,Complier
57.21455134234057,43.90640619043644,0,1,Denier
59.15050557226791,43.41619091664309,1,1,Always taker
52.52173991162047,39.62749550597248,0,1,Denier
62.84755161194457,47.51381661989741,1,1,Always taker
57.975503095923685,42.91886684339704,1,1,Always taker
66.1801586139077,49.8160517084602,0,0,Never taker
67.0240743589395,51.97747873291775,0,0,Never taker
62.39784786503169,45.89798012145642,1,1,Always taker
55.24201663798798,40.152949175654754,1,0,Complier
57.41797072565279,44.290369967190024,0,0,Never taker
62.60288770491812,44.681395418996416,1,0,Complier
41.76888196371296,30.562932184877624,0,0,Never taker
64.46117422343865,44.68506606720354,0,1,Denier
61.15576376834427,41.35140754199941,0,0,Never taker
41.851930625199536,29.993376611240933,0,0,Never taker
63.612517754590534,52.49866592601779,0,0,Never taker
49.72619463411065,39.3117219787901,0,0,Never taker
54.10459127296343,38.76809861403529,0,0,Never taker
61.94603164352365,40.59384729305958,0,0,Never taker
45.46977365248436,34.33234815047545,0,0,Never taker
61.26354844280493,47.41305598444702,0,0,Never taker
58.24509433039637,41.25785608388499,0,1,Denier
75.21173253292636,57.127591487774424,1,1,Always taker
58.54963783838228,42.82108429958565,1,0,Complier
38.129316157859925,30.434515045413402,0,0,Never taker
59.72396247602516,41.671626539553145,0,0,Never taker
62.02841641154617,46.33024732535094,1,1,Always taker
60.45544701721686,43.94748927052655,0,0,Never taker
44.281515471904,29.430456379661933,0,0,Never taker
53.61904387263429,39.08379520470599,1,0,Complier
54.7462212339063,38.20826103816475,1,1,Always taker
50.165118041949064,37.25321283831675,0,0,Never taker
55.03490181757681,37.225075289299355,1,0,Complier
63.95917960729943,46.33109200815288,0,0,Never taker
66.11075853793098,51.988211566263004,0,0,Never taker
71.65449468523256,56.09578886186184,0,1,Denier
52.29095169922463,38.912643638157206,0,0,Never taker
61.981189271278375,47.51969132763414,0,0,Never taker
63.50158311666263,47.95531396115999,0,0,Never taker
61.674028829617285,46.638653122638395,0,0,Never taker
48.62021492875044,36.02242938959962,0,0,Never taker
59.700383402765574,45.06299290390894,0,0,Never taker
72.72175695097445,51.212478124082494,0,0,Never taker
56.37015423112594,43.55622028622438,1,1,Always taker
56.20950486167361,37.85405674607566,0,0,Never taker
63.148881647395406,47.37041294231769,0,1,Denier
51.889827471094094,34.104691417299456,0,0,Never taker
57.84491158483898,45.863402861120534,1,1,Always taker
54.68260901738941,38.078379386618295,0,0,Never taker
45.728433164963604,35.580378258745505,0,0,Never taker
63.11692551285357,43.42062236259894,0,0,Never taker
66.32588210431912,51.447990113281335,1,1,Always taker
55.51809634342978,40.137032985409036,1,0,Complier
58.12228119151118,38.96882350639624,0,0,Never taker
56.7445445633158,42.11774606897503,0,0,Never taker
66.93433095058764,51.24857416792718,0,0,Never taker
63.60560971156512,47.12085805017656,0,0,Never taker
57.214857728958926,43.29591581797695,1,0,Complier
54.205928019695435,40.018464850393705,1,1,Always taker
59.36484136590507,44.54562839014971,1,1,Always taker
61.25821963666434,44.75060284875378,1,0,Complier
54.32907039742529,38.22767002920091,0,0,Never taker
57.39278456024579,43.877425741468656,1,0,Complier
62.93517819897117,48.84925603296909,0,0,Never taker
67.16543845979787,49.73159365187407,0,0,Never taker
63.68637089204453,47.47189077897271,0,0,Never taker
70.57013522804905,53.81559350287671,0,0,Never taker
51.623275900272276,36.805458211702806,0,0,Never taker
61.38199355910007,45.4590216392012,0,0,Never taker
61.84612090426878,46.20198991431659,1,1,Always taker
61.25067276896489,47.97511453401081,1,1,Always taker
71.15422508298278,53.39307187997956,0,0,Never taker
59.62634572609201,45.47791726318012,1,1,Always taker
67.58862289539417,50.13251611910472,0,0,Never taker
55.10824907935509,41.39145535444795,0,0,Never taker
64.1379454214241,47.455215724639444,1,1,Always taker
63.558326950494546,46.00385640518985,0,0,Never taker
56.0255649156367,43.5054962018913,1,0,Complier
60.80720955545833,47.04127098983325,0,0,Never taker
76.86024550707272,56.61968150772007,0,0,Never taker
57.40197323667019,45.23838241806467,1,0,Complier
51.89952578872065,37.0190903927202,1,0,Complier
63.33927890994326,47.606845560095785,0,0,Never taker
72.30862888294394,54.185656023794806,0,0,Never taker
64.42639101785225,47.65983103551941,0,1,Denier
55.90408189328397,42.24759535388734,0,0,Never taker
49.37396772061251,38.327090702554194,0,0,Never taker
54.05019496014676,39.229163287876865,1,1,Always taker
41.361562814508346,26.725864864324482,0,0,Never taker
58.749402408051004,46.1457086223049,1,0,Complier
59.013228431835685,41.31989194612117,0,0,Never taker
70.18149524593281,52.58439190610861,1,0,Complier
55.068756978217195,37.922595826971566,1,0,Complier
47.367668084441526,36.31608397922748,1,0,Complier
55.999386119273595,42.04849774890744,1,1,Always taker
69.56813502554314,55.08416622924263,1,1,Always taker
52.84708402166976,41.524729326613496,0,0,Never taker
57.09499521680977,44.96594640859658,1,1,Always taker
56.394447864182055,45.770392392225226,0,0,Never taker
65.61158691227317,49.66105232324169,0,0,Never taker
49.83679325542245,34.69600613686459,0,1,Denier
63.879917825282355,47.21255495213721,0,0,Never taker
67.44749717611754,50.99879379728976,1,1,Always taker
71.06981542404016,54.2384269445527,0,0,Never taker
50.90709446870916,37.99833439410932,0,0,Never taker
61.43352805435083,48.73734097020414,1,1,Always taker
64.0039958930305,46.495648919842004,0,1,Denier
74.64084752185501,55.327484143519335,1,0,Complier
70.4514220476068,54.988618574140155,1,1,Always taker
70.5013146930849,53.545943084970226,1,1,Always taker
47.60515784262053,33.721182660196106,0,0,Never taker
62.74426959279781,47.47373205953699,1,1,Always taker
63.68861063147881,49.83898948715054,1,1,Always taker
57.21533535712387,39.82930320979126,0,0,Never taker
61.36867519448607,47.447147450627355,1,1,Always taker
59.26855038591842,45.58127034555297,0,0,Never taker
54.60912838388106,41.18241943073038,0,0,Never taker
53.227345632847005,36.69866701013667,1,0,Complier
56.56885938884907,39.118779578357056,0,0,Never taker
73.93998142081256,55.13468562453638,1,1,Always taker
67.23240314662822,49.75442616078852,0,0,Never taker
57.755942591507406,44.78214243979049,0,0,Never taker
47.56367816640997,33.31473287397142,1,1,Always taker
45.98034327948296,30.24241776783802,1,0,Complier
48.11937096677311,34.679521603492866,0,0,Never taker
56.843078079347414,44.31797405366994,0,0,Never taker
65.1081388608734,48.48122983461894,0,1,Denier
60.99966196636346,41.97355847322303,0,0,Never taker
60.50130260061408,42.64748901133719,1,1,Always taker
61.75545686764345,46.57898603840306,0,0,Never taker
55.065639014730536,39.755071266292155,0,0,Never taker
74.7723813376926,56.33408236567493,1,1,Always taker
58.764321837858255,42.39893619621555,0,0,Never taker
61.32448063090194,48.533856352305364,0,0,Never taker
44.40722514709638,26.771927126275042,0,0,Never taker
48.236841788296715,39.28591987648198,0,0,Never taker
62.91827066801377,47.78674137758838,1,0,Complier
56.51161765265584,40.190064689825796,1,1,Always taker
58.176806977134724,45.81353100378376,0,0,Never taker
50.18053347514415,37.29841647346898,1,1,Always taker
67.57428618239634,53.68772877556612,0,0,Never taker
45.17064978653255,33.36850345323316,0,0,Never taker
49.93837191025285,36.30255003319199,1,0,Complier
50.61941209711747,40.779134082446845,1,1,Always taker
68.93026384553019,52.44159436032333,1,1,Always taker
47.886297648463525,28.217279915757977,0,0,Never taker
56.48503940825495,40.169603580850755,0,0,Never taker
73.24730824730614,57.539067579764236,0,0,Never taker
51.48481226773837,38.399302131299414,0,0,Never taker
72.98846961575664,54.15735412242097,1,1,Always taker
64.41498788713507,47.30940757301975,0,0,Never taker
64.7390882466641,50.55663831117744,1,1,Always taker
66.44442887284836,49.17299078287446,1,1,Always taker
56.99445970976032,41.02250201450356,0,0,Never taker
57.97107011281406,42.44205877040261,0,0,Never taker
61.69690194875149,45.604387462400695,0,0,Never taker
62.10220328092018,43.153261686640946,1,1,Always taker
45.675810135984875,31.185680939302753,0,0,Never taker
56.9321272816727,38.539092926138586,0,0,Never taker
64.89785657400633,46.65165242040293,0,0,Never taker
70.12159627856515,55.032552001293475,0,0,Never taker
51.91937126247289,38.077402560923645,1,0,Complier
57.47644187250309,40.493814221588266,1,1,Always taker
65.11670669472902,50.469000925068116,0,0,Never taker
74.23167164822611,55.02523922317569,0,0,Never taker
50.115007771032325,36.343196673757404,0,1,Denier
54.27034733206581,41.37681283827873,1,0,Complier
65.42448136152794,53.48712514959036,1,1,Always taker
50.12098962930364,36.06778145348125,0,0,Never taker
67.17423340480364,47.86533127243784,1,1,Always taker
45.704970126370114,34.961296128047806,1,1,Always taker
66.11204527681836,50.100306638101905,1,1,Always taker
62.04218490860864,47.4716776081415,0,0,Never taker
60.41891057999747,44.80149681953776,0,0,Never taker
65.1145814263972,51.03312722910871,1,0,Complier
54.62705452489614,37.32374003926163,0,0,Never taker
68.1146195379415,48.902008260802994,0,0,Never taker
64.8579613551585,47.71413465368546,1,1,Always taker
53.682960978334165,38.60065701102498,0,0,Never taker
58.83814008698679,45.81717192099908,0,0,Never taker
65.75140435034042,47.72955117857732,0,0,Never taker
70.16955011285035,55.07870733636359,0,0,Never taker
63.888383816318,44.74774280514401,1,0,Complier
54.04549161307316,38.52627962461375,1,0,Complier
56.65902116706313,39.02525265805083,1,1,Always taker
49.858059982839926,38.34331348289892,1,1,Always taker
68.13937263050354,50.36199150150521,1,1,Always taker
60.23558065313732,45.71705583559916,0,0,Never taker
71.45291337256606,51.60094577009756,0,0,Never taker
59.59616568755436,47.4816277926501,1,0,Complier
49.472104574877676,33.93461287846661,0,0,Never taker
51.00384700309449,36.395968934774245,1,0,Complier
48.95307199428401,36.55538530900935,1,0,Complier
60.996573206630806,46.492848476722116,1,1,Always taker
60.63977746778077,43.19688824352188,1,1,Always taker
65.27544167854131,49.07821033704292,1,1,Always taker
51.03122397400291,37.20982881549623,1,1,Always taker
65.91915130989688,50.17169644066436,0,0,Never taker
55.88404791302411,40.39713064411063,0,0,Never taker
72.85324512122452,52.9449660559572,1,1,Always taker
61.65147611766739,45.88692593229365,1,0,Complier
56.66291771175942,41.78794751062135,0,0,Never taker
50.42294461612175,36.80730199840281,0,1,Denier
51.071653387430125,38.53920899544868,1,0,Complier
74.77905675311139,55.671760345639946,1,1,Always taker
56.13666466118884,41.770011765281566,0,0,Never taker
76.43302339135062,56.62851513755535,0,1,Denier
66.01224162684555,50.33282218857147,0,0,Never taker
56.78912677389852,41.878459631476666,0,0,Never taker
69.21245203942047,52.98725402562884,1,1,Always taker
60.51253157587016,43.94282691176094,0,0,Never taker
60.03098176258853,45.40557805260372,1,1,Always taker
56.68611535182796,45.45410666995198,0,0,Never taker
61.54037252380169,47.02883509034043,0,0,Never taker
56.47791142009672,38.67134471812796,1,1,Always taker
53.95819478340097,38.60438055042584,0,1,Denier
56.75093735062989,39.107551145979606,0,0,Never taker
66.49143587687718,45.718382061306734,1,1,Always taker
45.85282849897622,33.602270248151804,0,0,Never taker
62.386344642496326,48.74430713464997,0,0,Never taker
61.29682578381732,46.2290145424313,1,0,Complier
68.26749369812059,49.83783857451253,1,0,Complier
61.95454736752484,48.923332198381495,0,0,Never taker
55.96682687619744,36.751315936484815,1,0,Complier
64.42369707600645,44.182510440627624,0,1,Denier
53.2147741364792,36.53698889942928,0,0,Never taker
75.16130226267605,54.44803587691552,1,1,Always taker
65.66608545929569,51.18386740499139,0,0,Never taker
72.06399609395905,54.97946740290423,1,1,Always taker
55.60816670650326,40.148691697021626,1,1,Always taker
52.37333973375478,40.53430911899973,1,1,Always taker
61.98839513843149,46.11797664851472,0,1,Denier
57.12943685965723,43.11674147525345,0,0,Never taker
45.72002767614781,35.20655674147184,1,1,Always taker
52.53649447941654,37.979405767053805,0,0,Never taker
48.77317207305245,30.410717419183086,0,0,Never taker
56.24150992260057,39.82950344563874,1,0,Complier
70.42410124168505,48.55793325872637,0,0,Never taker
59.644425635534056,39.78407131364349,1,1,Always taker
60.426705960648746,45.94685317109092,1,1,Always taker
47.070004452365446,32.817483325999056,1,1,Always taker
57.66492567073161,42.37054896674215,1,0,Complier
47.597816859829095,34.9851181081933,0,0,Never taker
63.623833848257426,48.0611929233218,1,1,Always taker
69.38188175613445,53.29741948083471,0,0,Never taker
69.23273925828751,51.64056143750605,0,0,Never taker
56.62527995196226,40.363186296575925,0,0,Never taker
69.77439337939383,54.78043639182825,1,1,Always taker
61.458172727561745,44.24100253655248,1,1,Always taker
64.15219493586687,45.80475688721786,0,0,Never taker
65.55940191435448,52.48911891737544,1,1,Always taker
55.87545779510172,37.15783057863766,0,0,Never taker
53.95353757980061,40.200715791167795,1,1,Always taker
67.84593153314431,54.243440898358884,1,0,Complier
64.40235682496898,47.12221711875447,0,0,Never taker
62.48754042825179,48.554725060584154,0,1,Denier
68.39146642953204,50.89307458917532,1,0,Complier
69.6021780453919,52.511242154081174,1,1,Always taker
67.75493138875719,51.5890658425651,0,0,Never taker
72.53393383555412,56.95967785838168,1,1,Always taker
59.42920481767959,39.525532342723004,0,0,Never taker
69.71031178841207,56.53782737993056,1,1,Always taker
73.03330722091351,51.4570842750737,0,0,Never taker
64.98270470121686,48.251304741163814,0,0,Never taker
52.27608365997318,40.38813410817998,1,1,Always taker
59.978314747422225,45.058830893375344,0,0,Never taker
63.02260137039785,51.6663909827515,0,0,Never taker
59.241579922816925,44.23818210252024,1,1,Always taker
66.03141700525795,49.92157647960196,0,0,Never taker
55.438430792405946,41.62329719041377,0,0,Never taker
73.88722167533314,57.80340624154701,1,0,Complier
57.99164718887232,44.08721083068068,1,1,Always taker
47.99094297941434,32.49673171433414,1,1,Always taker
76.97862633429384,57.239579815392986,1,0,Complier
43.7636844775132,28.399198083772312,0,0,Never taker
54.55873085868478,41.831168187615454,1,1,Always taker
62.01596264164955,47.680380620239184,0,0,Never taker
65.60699895192518,47.72329100768681,0,0,Never taker
57.45103691835877,43.129146345471455,0,0,Never taker
63.47495860219693,48.241268849148085,0,0,Never taker
53.84710287530581,37.701145363816124,1,1,Always taker
51.01966971478448,38.883197507013776,1,1,Always taker
54.405358656853025,40.915457060782735,1,0,Complier
56.65645110461201,45.80012758308086,1,1,Always taker
49.99536798851399,36.033751970784735,0,0,Never taker
52.96936481392482,37.80097791621975,0,0,Never taker
71.90030775889595,55.43751575388452,1,1,Always taker
50.115165240979444,35.901224697815934,1,0,Complier
66.78063759492136,47.803860381155516,1,1,Always taker
53.55817249030813,40.86820252056041,1,1,Always taker
56.51226646944644,43.09643090620332,0,0,Never taker
60.936631942407324,47.345451366318585,1,0,Complier
67.59449336322602,49.830063583652866,1,0,Complier
62.501537858426836,44.50818296699922,1,0,Complier
61.09027002498973,47.20253402747241,1,0,Complier
56.963101943453026,42.62678446155872,1,0,Complier
51.80490250662398,36.170648415170746,0,0,Never taker
56.54811395503472,44.60895824304833,0,0,Never taker
63.442311368951295,47.185645913174845,1,1,Always taker
65.38856382945231,51.18842004164389,1,1,Always taker
50.745051486962794,38.53267433945526,0,0,Never taker
65.09498824853898,49.50248984002174,0,0,Never taker
60.09394205759049,41.84049133598132,1,0,Complier
58.39658483696215,45.204929709233156,0,0,Never taker
50.01947901481834,38.894946972504826,0,0,Never taker
62.13608501216296,49.116146917088095,1,0,Complier
47.97651036358501,36.97031265519277,1,1,Always taker
64.55402745207147,50.38557199091494,0,0,Never taker
57.138516906673566,43.23731421988666,0,0,Never taker
59.30806324046533,47.84670310846151,0,0,Never taker
70.26172088493459,55.130109229225546,1,1,Always taker
60.508981402245055,43.84821666301344,0,0,Never taker
58.80019690252975,44.80578986951711,1,1,Always taker
67.70066372286234,47.44616327491279,0,0,Never taker
51.00799844762462,39.418905616353456,0,0,Never taker
51.83870191909568,38.5443916993973,1,0,Complier
67.98552861498274,52.605222943931324,1,1,Always taker
71.16390880957704,53.014374987701224,1,1,Always taker
71.47929873348917,55.635808354875,1,0,Complier
64.69402427684767,46.45364919323677,1,1,Always taker
66.60036641699931,54.14915976258735,1,0,Complier
69.11642658815636,49.61751457049418,1,1,Always taker
63.838925334940214,49.87868976634111,0,1,Denier
56.30081265394416,38.7685287786619,0,0,Never taker
56.80026015796851,41.35506387936313,1,1,Always taker
69.80912848040106,50.731581800953705,1,1,Always taker
43.835252872296536,28.376507003469467,1,1,Always taker
46.74062805852439,32.39805173353437,1,1,Always taker
57.51403149931651,41.50815748693444,0,0,Never taker
39.43553532015757,27.3683886302635,1,0,Complier
